reseller_id,name,phone,signup_date,state,city_tier,age_group,primary_category,monthly_gmv,monthly_orders,avg_order_value,return_rate,support_tickets,whatsapp_active,tenure_days,days_since_last_order,churn_label
MSH009253,Agastya Ahluwalia,5423452540,2022-09-27,Rajasthan,2,26-35,Beauty,8937.37,5,1787.47,0.3487,3,1,460,9,0
MSH009254,Arjun Edwin,2054389241,2023-03-23,Maharashtra,2,36-45,Fashion,26054.08,45,578.98,0.2434,4,1,283,150,1
MSH009255,Lipika Chawla,+915993760100,2022-08-10,Uttar Pradesh,3,26-35,Home Decor,31401.71,40,785.04,0.0342,0,0,508,10,0
MSH009256,Banjeet Kapur,06517250704,2022-02-21,Tamil Nadu,3,36-45,Home Decor,17587.55,16,1099.22,0.0591,0,1,678,272,1
MSH009257,Aarush Bose,+914057861165,2022-04-26,Madhya Pradesh,3,36-45,Home Decor,18295.22,15,1219.68,0.1328,2,1,614,13,0
MSH009258,Vritti Sastry,1248312103,2023-06-22,Tamil Nadu,2,26-35,Fashion,12930.94,18,718.39,0.3102,0,0,192,10,0
MSH009259,Brijesh Wagle,1127155414,2023-06-25,Maharashtra,2,36-45,Fashion,5420.92,8,677.62,0.3788,2,0,189,2,0
MSH009260,Rayaan Venkatesh,02351579867,2022-01-19,Tamil Nadu,2,45+,Fashion,19343.79,36,537.33,0.0724,1,1,711,9,0
MSH009261,Sara More,01952087911,2023-01-27,Rajasthan,3,26-35,Fashion,8599.11,6,1433.19,0.2057,3,1,338,78,1
MSH009262,Pooja Sethi,8874825291,2023-02-23,Uttar Pradesh,1,26-35,Fashion,44082.53,48,918.39,0.2542,1,1,311,25,0
MSH009263,Reva Barad,2679374419,2022-11-05,Odisha,3,26-35,Home Decor,12222.79,18,679.04,0.4394,2,1,421,160,1
MSH009264,Faraj Goel,+918973356429,2022-07-05,Madhya Pradesh,3,26-35,Home Decor,13482.44,17,793.08,0.2545,2,1,544,118,1
MSH009265,Zayan Kumer,03463164479,2022-09-18,Maharashtra,3,26-35,Home Decor,11719.36,20,585.97,0.2048,0,1,469,11,0
MSH009266,Bhavini Bath,+914481279975,2023-06-12,Maharashtra,3,36-45,Home Decor,6093.12,7,870.45,0.1332,0,0,202,220,1
MSH009267,Rushil Aggarwal,4927486570,2022-09-30,Karnataka,3,26-35,Fashion,46235.55,56,825.63,0.3404,1,1,457,211,1
MSH009268,Pallavi Dixit,8437099219,2022-06-09,Maharashtra,2,26-35,Electronics,12859.84,13,989.22,0.3524,2,0,570,257,1
MSH009269,Eesha Chaudry,6408613164,2022-08-12,Uttar Pradesh,2,45+,Beauty,25332.05,29,873.52,0.2345,1,1,506,6,0
MSH009270,Raghav Jain,08322080534,2022-09-13,Karnataka,2,26-35,Fashion,17152.88,17,1008.99,0.0138,2,1,474,15,0
MSH009271,Bhavani Naidu,03008452934,2022-06-29,Madhya Pradesh,3,36-45,Kitchen,22314.26,24,929.76,0.128,0,0,550,20,0
MSH009272,Azad Suresh,5413748560,2022-01-20,West Bengal,1,26-35,Fashion,7541.35,8,942.67,0.0846,0,0,710,202,1
MSH009273,Arjun Soman,09597190052,2023-04-13,West Bengal,3,36-45,Electronics,10103.32,15,673.55,0.0445,2,1,262,3,0
MSH009274,Vamakshi Choudhry,+911812409098,2022-07-29,Madhya Pradesh,2,26-35,Electronics,2727.67,11,247.97,0.3326,2,1,520,23,0
MSH009275,Zehaan Tara,9798546904,2023-05-28,Karnataka,3,26-35,Electronics,12239.65,10,1223.96,0.1542,1,1,217,24,0
MSH009276,Ekavir Bhardwaj,3426785379,2022-02-27,Gujarat,3,18-25,Fashion,25299.12,29,872.38,0.1014,0,0,672,2,0
MSH009277,Azad Loke,8028028310,2022-04-03,Maharashtra,3,26-35,Fashion,15715.44,16,982.22,0.2555,1,1,637,362,1
MSH009278,Tanay Edwin,09256556863,2022-08-09,Tamil Nadu,1,18-25,Fashion,6949.84,8,868.73,0.0789,1,1,509,23,0
MSH009279,Bimala Soni,06662431430,2022-08-20,Tamil Nadu,3,26-35,Fashion,9313.23,14,665.23,0.3877,4,1,498,1,0
MSH009280,Quincy Kothari,03755059515,2022-12-30,Gujarat,3,18-25,Home Decor,40997.82,55,745.41,0.1456,2,0,366,29,0
MSH009281,Aarna Sami,03079892527,2023-01-09,Karnataka,1,36-45,Fashion,12678.04,17,745.77,0.1446,1,1,356,18,0
MSH009282,Wishi Dua,06626301127,2023-04-01,Uttar Pradesh,3,18-25,Home Decor,19590.45,22,890.48,0.0925,0,0,274,156,1
MSH009283,Anusha Sem,08532330612,2022-03-29,Uttar Pradesh,2,26-35,Fashion,22050.9,25,882.04,0.107,2,0,642,17,0
MSH009284,Vritti Edwin,+913456356461,2022-01-20,Uttar Pradesh,2,18-25,Fashion,5568.82,6,928.14,0.408,0,1,710,27,0
MSH009285,Yahvi Sangha,+912330710679,2022-01-14,Madhya Pradesh,2,26-35,Fashion,14981.86,19,788.52,0.2421,1,1,716,21,0
MSH009286,Balendra Sachar,+915844793494,2022-05-13,Odisha,1,18-25,Kitchen,8710.66,11,791.88,0.4446,1,1,597,10,0
MSH009287,Bhavani Bath,00971410967,2022-02-03,West Bengal,3,26-35,Fashion,24360.41,33,738.19,0.2034,1,1,696,8,0
MSH009288,Brijesh Chatterjee,6460881643,2022-07-27,West Bengal,2,18-25,Home Decor,5653.36,4,1413.34,0.2533,0,1,522,14,0
MSH009289,Manthan Vaidya,09527878097,2022-07-18,Gujarat,3,26-35,Beauty,20976.27,32,655.51,0.2215,2,0,531,21,0
MSH009290,Ishanvi Mittal,2784651316,2022-06-04,Odisha,3,26-35,Fashion,9260.16,15,617.34,0.1286,1,0,575,340,1
MSH009291,Owen Gade,8858985376,2022-03-19,Odisha,3,18-25,Fashion,13420.62,20,671.03,0.2458,0,1,652,7,0
MSH009292,Jhalak Sankaran,+918365329732,2022-06-21,Tamil Nadu,2,26-35,Home Decor,10050.76,9,1116.75,0.3563,2,1,558,19,0
MSH009293,Ekani Samra,+916479503819,2022-10-16,Odisha,3,26-35,Fashion,6804.7,8,850.59,0.1988,2,1,441,191,1
MSH009294,Vrishti Agrawal,9128678821,2023-06-29,Madhya Pradesh,1,26-35,Home Decor,17564.85,19,924.47,0.419,0,0,185,16,0
MSH009295,Jeevika Basak,+914543937975,2023-02-24,Madhya Pradesh,3,26-35,Fashion,15485.5,13,1191.19,0.1399,2,1,310,4,0
MSH009296,Nachiket Dewan,00887703170,2022-01-07,Uttar Pradesh,3,36-45,Fashion,21955.77,33,665.33,0.0657,0,1,723,228,1
MSH009297,Yashasvi Bhalla,4523764138,2022-06-09,Maharashtra,1,36-45,Fashion,17963.66,13,1381.82,0.3007,2,1,570,322,1
MSH009298,Udyati Dasgupta,01288634295,2022-08-28,West Bengal,1,18-25,Electronics,37770.99,48,786.9,0.0729,0,1,490,16,0
MSH009299,Vasatika Sibal,3603591086,2023-02-27,Madhya Pradesh,3,26-35,Home Decor,8858.89,11,805.35,0.213,2,0,307,195,1
MSH009300,Vidhi Mandal,4862614823,2023-06-20,Maharashtra,1,18-25,Electronics,40629.64,45,902.88,0.1452,1,0,194,9,0
MSH009301,Simon Gupta,5239357603,2022-03-11,Gujarat,2,45+,Fashion,24886.51,30,829.55,0.0526,1,1,660,23,0
MSH009302,Kritika Kakar,2801352197,2022-08-04,Karnataka,2,26-35,Fashion,11924.74,16,745.3,0.1204,1,1,514,9,0
MSH009303,Tarak Jaggi,5508655623,2022-04-14,Karnataka,3,26-35,Home Decor,21156.4,26,813.71,0.1863,0,0,626,80,1
MSH009304,Kabir Bali,+918944186372,2022-02-23,West Bengal,2,18-25,Electronics,40214.24,45,893.65,0.2535,4,1,676,194,1
MSH009305,Finn Mitter,4746442695,2022-11-26,Rajasthan,3,18-25,Fashion,4861.8,12,405.15,0.0734,1,1,400,271,1
MSH009306,Charles Bhavsar,00677345689,2022-07-22,Karnataka,3,18-25,Kitchen,11408.59,24,475.36,0.1689,1,1,527,25,0
MSH009307,Omya Lal,7392832938,2022-10-15,Madhya Pradesh,3,26-35,Electronics,68520.93,69,993.06,0.1858,3,1,442,17,0
MSH009308,Chanakya Guha,9993164783,2022-02-14,Uttar Pradesh,3,18-25,Home Decor,20830.61,23,905.68,0.2775,0,1,685,10,0
MSH009309,Anusha Prabhu,+918995084422,2022-07-17,Bihar,3,26-35,Electronics,20454.47,29,705.33,0.0639,0,1,532,6,0
MSH009310,Yasti Dayal,02626029737,2022-08-04,Gujarat,2,26-35,Fashion,52390.2,73,717.67,0.0598,1,1,514,21,0
MSH009311,Atharv Varkey,09528448045,2023-04-26,West Bengal,2,36-45,Fashion,6294.14,12,524.51,0.1405,1,0,249,12,0
MSH009312,Rachita Raju,+916750071578,2022-11-05,Maharashtra,3,26-35,Fashion,21109.7,38,555.52,0.1911,1,1,421,7,0
MSH009313,Isha Mahajan,8808591880,2023-03-11,Uttar Pradesh,3,26-35,Home Decor,21026.27,27,778.75,0.251,0,1,295,120,1
MSH009314,Aarav Nagy,+918700067544,2022-11-28,Maharashtra,3,36-45,Home Decor,23772.02,28,849.0,0.2378,1,0,398,5,0
MSH009315,Laban Gour,07398345444,2022-01-27,Tamil Nadu,2,26-35,Kitchen,2642.86,5,528.57,0.2996,4,0,703,16,0
MSH009316,Waida Khalsa,+917860365835,2022-06-15,Maharashtra,3,26-35,Beauty,4437.17,6,739.53,0.3267,0,1,564,94,1
MSH009317,Girindra Baral,+910844227041,2022-11-14,Uttar Pradesh,3,26-35,Home Decor,19254.48,16,1203.4,0.139,3,0,412,10,0
MSH009318,Ira Khare,03655170746,2022-10-01,Uttar Pradesh,1,26-35,Fashion,3643.38,3,1214.46,0.2102,0,1,456,9,0
MSH009319,Nisha Shukla,07673780555,2023-01-18,Rajasthan,3,26-35,Fashion,12653.29,14,903.81,0.2614,0,1,347,8,0
MSH009320,Daksh Srinivas,05454612930,2022-12-31,Bihar,2,26-35,Fashion,15103.91,22,686.54,0.1414,2,1,365,1,0
MSH009321,David Basu,6956257126,2022-04-13,Madhya Pradesh,3,26-35,Home Decor,11186.63,21,532.7,0.1878,1,0,627,330,1
MSH009322,Nathaniel Hegde,+919219855555,2023-05-18,West Bengal,2,26-35,Kitchen,32268.65,38,849.18,0.3704,2,1,227,14,0
MSH009323,Vanya Pillai,9158083879,2023-01-08,Gujarat,1,26-35,Fashion,3486.34,1,3486.34,0.1548,5,1,357,22,0
MSH009324,Gaurav Ramachandran,+916791982233,2022-09-02,Uttar Pradesh,3,18-25,Kitchen,5901.82,7,843.12,0.2468,0,0,485,0,0
MSH009325,Pratyush Shan,9993471956,2022-06-18,Rajasthan,3,26-35,Fashion,13119.05,15,874.6,0.0413,3,1,561,23,0
MSH009326,Osha Raman,+918542520755,2023-02-22,West Bengal,2,26-35,Kitchen,20616.22,22,937.1,0.0458,0,1,312,7,0
MSH009327,Ekapad Comar,09022359928,2022-12-22,Uttar Pradesh,2,26-35,Beauty,51358.68,67,766.55,0.3391,1,1,374,10,0
MSH009328,Teerth Badal,05316736648,2023-04-23,Odisha,2,26-35,Fashion,44208.03,51,866.82,0.0679,1,0,252,24,0
MSH009329,Teerth Mitra,+919684450545,2022-05-05,Odisha,3,18-25,Beauty,4155.9,3,1385.3,0.0681,0,1,605,20,0
MSH009330,Pranav Naidu,3124606773,2023-06-21,Tamil Nadu,1,45+,Fashion,9555.96,14,682.57,0.2028,0,1,193,18,0
MSH009331,Laksh Dhillon,04890646594,2023-02-06,Maharashtra,3,26-35,Kitchen,12734.63,15,848.98,0.4778,0,1,328,26,0
MSH009332,Shivani Chakraborty,4655572459,2023-06-01,Uttar Pradesh,3,36-45,Fashion,33653.95,32,1051.69,0.5227,1,0,213,232,1
MSH009333,Faqid Murty,08272894299,2023-06-15,Karnataka,3,45+,Fashion,8042.46,9,893.61,0.2988,2,0,199,6,0
MSH009334,Rushil Muni,0922921923,2022-09-11,Maharashtra,1,26-35,Fashion,74177.1,72,1030.24,0.2532,4,0,476,106,1
MSH009335,Yashoda Mukhopadhyay,02451595253,2022-05-01,Rajasthan,2,18-25,Home Decor,20379.05,31,657.39,0.1758,1,0,609,362,1
MSH009336,Yochana Pingle,3481451127,2022-02-01,Rajasthan,1,18-25,Fashion,14972.75,25,598.91,0.0801,3,1,698,14,0
MSH009337,Amrita Hora,08864098051,2022-02-06,Maharashtra,2,36-45,Home Decor,10166.18,11,924.2,0.0533,3,0,693,11,0
MSH009338,Triveni Saha,3078151046,2022-12-08,Madhya Pradesh,3,36-45,Beauty,31049.84,42,739.28,0.1665,3,1,388,12,0
MSH009339,Ubika Khosla,+917646069575,2022-01-13,West Bengal,1,36-45,Home Decor,12396.56,13,953.58,0.1697,1,1,717,14,0
MSH009340,Yoshita Tara,+916499542666,2022-07-02,Karnataka,2,26-35,Kitchen,14579.06,19,767.32,0.0886,2,1,547,18,0
MSH009341,Ayush Sidhu,07661849615,2022-09-22,Maharashtra,3,26-35,Home Decor,16896.66,20,844.83,0.2343,1,1,465,29,0
MSH009342,Adya Rege,9217828918,2022-03-29,Rajasthan,3,36-45,Kitchen,30912.96,26,1188.96,0.1195,1,1,642,14,0
MSH009343,Riya Kibe,0459466743,2023-04-07,Bihar,2,36-45,Home Decor,12313.03,12,1026.09,0.1316,1,1,268,0,0
MSH009344,Waida Venkatesh,4187177605,2022-02-15,Bihar,3,26-35,Fashion,3153.91,3,1051.3,0.2494,4,1,684,313,1
MSH009345,Ria Chaudhry,+912465371385,2023-01-27,Odisha,3,26-35,Fashion,17164.25,21,817.35,0.4628,0,0,338,183,1
MSH009346,Sanaya Sethi,+919005769460,2022-04-29,West Bengal,3,45+,Kitchen,4619.36,5,923.87,0.3979,1,1,611,28,0
MSH009347,Kala Maharaj,+914725572266,2023-06-15,Rajasthan,3,18-25,Kitchen,2375.13,7,339.3,0.0951,0,1,199,19,0
MSH009348,Aadi Bhardwaj,0619239132,2023-03-23,Maharashtra,1,45+,Fashion,28681.66,34,843.58,0.1633,1,1,283,3,0
MSH009349,Wyatt Kant,+916842483546,2022-02-15,West Bengal,3,26-35,Home Decor,6265.18,5,1253.04,0.3024,2,0,684,253,1
MSH009350,Zansi Kumer,04093700234,2023-05-23,West Bengal,3,26-35,Fashion,14711.3,19,774.28,0.1128,1,0,222,136,1
MSH009351,Sudiksha Randhawa,0658897885,2023-06-10,Bihar,3,36-45,Kitchen,31770.63,42,756.44,0.1341,0,1,204,240,1
MSH009352,Hemangini Raval,+915527141681,2022-01-03,Odisha,1,26-35,Kitchen,15584.1,24,649.34,0.0947,3,0,727,24,0
MSH009353,Damyanti Raghavan,+916197598643,2022-01-28,Bihar,2,36-45,Kitchen,5781.94,9,642.44,0.3648,1,1,702,71,1
MSH009354,Aachal Deshmukh,+919864251964,2023-01-16,Maharashtra,1,26-35,Fashion,6742.15,12,561.85,0.1768,2,1,349,18,0
MSH009355,Yahvi Jha,3579995635,2022-06-06,Uttar Pradesh,3,18-25,Fashion,37854.33,43,880.33,0.1595,0,1,573,21,0
MSH009356,David Mohan,+912384202276,2023-05-26,Karnataka,3,26-35,Fashion,17267.26,14,1233.38,0.4226,3,1,219,2,0
MSH009357,Madhavi Doshi,07256872262,2022-11-29,Odisha,3,45+,Fashion,9001.0,12,750.08,0.0423,0,1,397,236,1
MSH009358,Zayyan Khatri,1698522908,2022-04-24,West Bengal,1,26-35,Fashion,7978.6,10,797.86,0.1192,1,1,616,15,0
MSH009359,Yatan Mall,02439113365,2023-01-24,Madhya Pradesh,1,36-45,Kitchen,8424.37,13,648.03,0.045,1,1,341,29,0
MSH009360,Janani Hans,+915811784681,2023-05-02,Bihar,3,26-35,Home Decor,42221.36,62,680.99,0.2272,1,1,243,184,1
MSH009361,Ikshita Dhingra,8172636838,2022-09-07,Karnataka,3,26-35,Fashion,13807.79,20,690.39,0.1671,0,0,480,20,0
MSH009362,Abhimanyu Narayan,+917103539733,2022-11-11,Rajasthan,3,26-35,Fashion,11845.39,14,846.1,0.1965,6,1,415,12,0
MSH009363,Yagnesh Shan,+912350175060,2022-08-27,Uttar Pradesh,3,26-35,Fashion,31324.67,35,894.99,0.038,1,1,491,20,0
MSH009364,Kabir Chander,0776641651,2022-08-22,Uttar Pradesh,2,26-35,Fashion,15016.51,24,625.69,0.4466,0,1,496,4,0
MSH009365,Jacob Manda,01633786772,2022-10-30,Gujarat,3,26-35,Fashion,21448.9,25,857.96,0.0875,1,1,427,8,0
MSH009366,Neelima Bhandari,7849212469,2022-11-30,Bihar,3,26-35,Home Decor,12695.05,13,976.54,0.3352,1,0,396,223,1
MSH009367,Charita Sem,02504640219,2022-04-23,Odisha,2,26-35,Fashion,12158.62,12,1013.22,0.33,0,0,617,14,0
MSH009368,Wakeeta Swamy,07534284480,2022-12-28,Rajasthan,3,26-35,Fashion,11892.94,17,699.58,0.0303,2,1,368,10,0
MSH009369,Thomas Wali,+911788959292,2022-04-07,Odisha,2,45+,Home Decor,5610.33,6,935.06,0.2438,1,1,633,20,0
MSH009370,Lucky Chada,01721283632,2022-01-16,Bihar,3,26-35,Fashion,47827.44,58,824.61,0.2717,1,1,714,138,1
MSH009371,Nathan Narain,06064452044,2023-01-11,Madhya Pradesh,3,26-35,Fashion,6421.76,6,1070.29,0.1814,2,1,354,1,0
MSH009372,Ekapad Bhattacharyya,07128660675,2023-01-25,Maharashtra,2,26-35,Fashion,5328.82,10,532.88,0.0513,3,1,340,12,0
MSH009373,Urmi Tailor,+912709188413,2022-08-05,West Bengal,3,45+,Fashion,14241.99,25,569.68,0.1463,1,0,513,12,0
MSH009374,Baljiwan Bhatnagar,4098619252,2023-02-03,Rajasthan,3,26-35,Fashion,5619.68,0,5619.68,0.1722,1,0,331,16,0
MSH009375,Nakul Vala,02618528617,2022-09-17,Tamil Nadu,3,26-35,Fashion,22106.56,26,850.25,0.1367,0,0,470,133,1
MSH009376,Charan Dasgupta,4385843010,2022-11-16,Maharashtra,1,36-45,Home Decor,3551.07,7,507.3,0.2893,0,0,410,207,1
MSH009377,Lakshit Nigam,05388501049,2022-07-15,Rajasthan,3,45+,Home Decor,32546.98,46,707.54,0.2303,1,1,534,2,0
MSH009378,Ati Ramachandran,03253066225,2023-04-23,Tamil Nadu,1,26-35,Fashion,14232.21,20,711.61,0.1539,0,1,252,19,0
MSH009379,Chaitanya Badal,+918954073524,2023-02-22,Maharashtra,2,26-35,Beauty,16642.43,23,723.58,0.2101,1,1,312,7,0
MSH009380,Eesha Iyengar,02388657276,2023-04-20,Maharashtra,2,36-45,Beauty,13650.29,16,853.14,0.3918,5,1,255,10,0
MSH009381,Krisha Pai,00545529226,2023-06-28,Rajasthan,2,26-35,Electronics,19259.28,29,664.11,0.1488,1,1,186,3,0
MSH009382,Dhruv Randhawa,7672108162,2022-08-19,Tamil Nadu,3,18-25,Home Decor,12953.88,14,925.28,0.2257,1,0,499,9,0
MSH009383,Jhalak Saxena,2326591115,2023-06-05,Rajasthan,1,26-35,Kitchen,31917.44,32,997.42,0.2476,1,0,209,185,1
MSH009384,Ekantika Yadav,05613014348,2022-07-19,Bihar,2,36-45,Electronics,12445.37,11,1131.4,0.3528,3,1,530,12,0
MSH009385,Maanav Merchant,+910750427751,2022-01-21,Uttar Pradesh,2,36-45,Beauty,14875.48,18,826.42,0.2198,0,0,709,23,0
MSH009386,Odika Pandey,+918972190266,2022-11-07,Madhya Pradesh,2,18-25,Beauty,7723.28,11,702.12,0.5337,1,1,419,21,0
MSH009387,Amruta Ben,00302790542,2023-03-10,Gujarat,1,36-45,Beauty,26323.16,46,572.24,0.2236,0,0,296,13,0
MSH009388,Ojasvi Sinha,06084384908,2023-01-06,Gujarat,3,18-25,Home Decor,13725.08,14,980.36,0.0901,1,1,359,27,0
MSH009389,Tamanna Ratti,3248264090,2022-03-19,West Bengal,3,36-45,Beauty,6167.23,4,1541.81,0.175,2,1,652,20,0
MSH009390,Tanay Naik,+917711075691,2023-06-26,Bihar,3,45+,Beauty,5506.29,8,688.29,0.1245,3,1,188,3,0
MSH009391,Bhavya Rau,8607099378,2022-10-12,Maharashtra,3,45+,Home Decor,5421.0,10,542.1,0.0519,2,1,445,13,0
MSH009392,Qushi Doctor,6871497922,2022-05-20,Tamil Nadu,3,36-45,Fashion,16706.91,19,879.31,0.3722,2,1,590,20,0
MSH009393,Mitesh Mangat,9287192812,2022-10-09,West Bengal,3,26-35,Home Decor,8767.62,9,974.18,0.2791,0,1,448,5,0
MSH009394,Adweta Kapur,04269940115,2022-09-15,Bihar,3,18-25,Fashion,23901.87,23,1039.21,0.1221,1,1,472,19,0
MSH009395,Advaith Mallick,+911783883689,2022-12-26,Tamil Nadu,1,26-35,Electronics,33402.19,39,856.47,0.1588,0,1,370,24,0
MSH009396,Gunbir Mander,06131449595,2023-03-16,Odisha,3,26-35,Fashion,21448.96,28,766.03,0.3217,0,1,290,17,0
MSH009397,Aarini Bhatti,02918459407,2022-09-27,Uttar Pradesh,3,36-45,Home Decor,33176.16,37,896.65,0.0682,2,0,460,301,1
MSH009398,Charita Natt,01303134751,2022-05-14,Odisha,2,45+,Beauty,13700.56,20,685.03,0.315,1,1,596,294,1
MSH009399,Raghav Bandi,+914208567858,2022-04-14,West Bengal,3,26-35,Fashion,23136.12,39,593.23,0.18,1,0,626,113,1
MSH009400,Isaac Sagar,+918108153351,2022-04-05,Gujarat,2,36-45,Beauty,5314.35,5,1062.87,0.128,1,0,635,19,0
MSH009401,Yauvani Kala,+911561070381,2023-04-25,Odisha,3,45+,Fashion,8015.32,12,667.94,0.0925,0,1,250,212,1
MSH009402,Anay Behl,8721591395,2022-08-29,Odisha,3,18-25,Fashion,37456.76,43,871.09,0.1787,0,0,489,28,0
MSH009403,Deepa Sama,+913754828224,2022-01-13,Rajasthan,1,18-25,Kitchen,19512.47,31,629.43,0.1613,3,0,717,3,0
MSH009404,Baghyawati Doshi,+917445356010,2022-05-27,Bihar,2,36-45,Fashion,7365.86,10,736.59,0.2443,2,0,583,21,0
MSH009405,Raksha Bhatia,+911246001460,2022-04-05,Tamil Nadu,3,26-35,Fashion,39835.52,48,829.91,0.3636,1,0,635,69,1
MSH009406,Gagan Kaur,00799802676,2022-10-20,Tamil Nadu,2,26-35,Home Decor,29064.82,28,1038.03,0.3088,2,1,437,274,1
MSH009407,Liam Bora,0851595088,2022-01-25,Maharashtra,2,26-35,Home Decor,10469.71,15,697.98,0.2075,0,0,705,77,1
MSH009408,Dalaja Goda,00556051075,2022-09-29,Odisha,3,45+,Fashion,11944.04,16,746.5,0.418,1,0,458,0,0
MSH009409,Osha Kapur,05586177375,2023-05-20,Gujarat,3,36-45,Fashion,5429.04,11,493.55,0.1229,4,1,225,22,0
MSH009410,Urvi Wable,07721819247,2022-06-15,Uttar Pradesh,1,26-35,Fashion,12966.1,14,926.15,0.251,2,1,564,337,1
MSH009411,Kavya Boase,03511876166,2022-03-28,Odisha,2,18-25,Fashion,11762.67,15,784.18,0.225,2,1,643,240,1
MSH009412,Maanav Edwin,+918002953345,2023-05-06,Odisha,3,18-25,Fashion,11132.02,14,795.14,0.0644,2,0,239,28,0
MSH009413,Amrita Mohan,1691573113,2022-05-21,Rajasthan,2,18-25,Beauty,3289.9,5,657.98,0.2019,1,1,589,21,0
MSH009414,Chavvi Dube,02196913110,2022-04-13,Karnataka,3,18-25,Fashion,4856.94,6,809.49,0.1815,2,1,627,14,0
MSH009415,Ansh Manda,3965631692,2022-08-14,Maharashtra,2,26-35,Electronics,11679.39,23,507.8,0.3319,1,1,504,166,1
MSH009416,Vincent Datta,1734831261,2022-10-21,Uttar Pradesh,3,18-25,Home Decor,15304.08,22,695.64,0.107,1,0,436,2,0
MSH009417,Orinder Tailor,+911428802704,2022-11-02,Karnataka,2,18-25,Home Decor,16412.9,18,911.83,0.2179,0,1,424,0,0
MSH009418,Ayaan Majumdar,7562373786,2022-09-11,West Bengal,3,36-45,Fashion,12400.76,16,775.05,0.1933,5,1,476,24,0
MSH009419,Kashish Pandit,09459749340,2022-06-29,Uttar Pradesh,1,36-45,Fashion,33214.03,44,754.86,0.2789,1,1,550,271,1
MSH009420,Tanmayi Bhardwaj,+919324680400,2022-02-09,Gujarat,2,36-45,Home Decor,19599.16,22,890.87,0.0647,2,0,690,0,0
MSH009421,Omisha Konda,+917255775763,2023-06-04,Rajasthan,2,36-45,Home Decor,15583.48,26,599.36,0.451,2,0,210,0,0
MSH009422,Akshay Venkatesh,4810891303,2023-06-30,Uttar Pradesh,2,45+,Fashion,21241.61,28,758.63,0.0478,2,0,184,2,0
MSH009423,Charles Datta,+919159337916,2022-08-24,West Bengal,3,45+,Beauty,5572.83,1,5572.83,0.3155,0,1,494,147,1
MSH009424,Yasti Mani,03486942273,2023-04-08,Bihar,3,18-25,Fashion,34876.35,40,871.91,0.2336,2,1,267,6,0
MSH009425,Qabil Pandya,7175533609,2022-08-16,Gujarat,3,26-35,Kitchen,5125.57,8,640.7,0.437,1,1,502,75,1
MSH009426,Chavvi Mand,+912491114542,2023-04-28,Bihar,3,36-45,Home Decor,9021.29,19,474.8,0.2212,2,1,247,70,1
MSH009427,Deepa Dora,06323053696,2023-03-06,Tamil Nadu,2,18-25,Fashion,12499.02,15,833.27,0.3062,1,1,300,213,1
MSH009428,Ekansh Venkatesh,+915156608766,2022-01-22,Rajasthan,2,26-35,Home Decor,22843.63,39,585.73,0.2943,2,1,708,14,0
MSH009429,Krish Saha,3439112688,2022-12-09,Uttar Pradesh,2,26-35,Fashion,2704.1,2,1352.05,0.1597,2,1,387,21,0
MSH009430,Ekalinga Lata,+918059997965,2022-02-09,Uttar Pradesh,3,26-35,Fashion,22510.73,22,1023.22,0.2763,0,1,690,2,0
MSH009431,Omisha Sankaran,+913973086221,2022-06-22,Rajasthan,2,45+,Home Decor,13314.74,13,1024.21,0.0797,1,1,557,17,0
MSH009432,Chakradhar Sandhu,8738566735,2023-03-15,Tamil Nadu,3,36-45,Fashion,5229.27,8,653.66,0.0605,2,0,291,19,0
MSH009433,Lila Sahni,04686554653,2022-06-28,Uttar Pradesh,3,45+,Fashion,17152.48,12,1429.37,0.1438,2,1,551,240,1
MSH009434,Upma Mitter,8280284911,2022-05-13,Maharashtra,3,36-45,Home Decor,6402.17,10,640.22,0.2832,2,1,597,4,0
MSH009435,Abeer Narang,6162684366,2022-12-17,Uttar Pradesh,3,36-45,Home Decor,5341.52,5,1068.3,0.3642,2,1,379,174,1
MSH009436,Kritika Dhaliwal,1722813251,2023-06-09,Bihar,3,18-25,Beauty,25400.18,46,552.18,0.1771,3,0,205,120,1
MSH009437,Lakshit Banerjee,3667640387,2023-06-24,Madhya Pradesh,2,26-35,Home Decor,25289.29,34,743.8,0.502,1,1,190,17,0
MSH009438,Waida Roy,6961996721,2023-05-21,West Bengal,3,18-25,Fashion,17212.03,23,748.35,0.303,1,1,224,117,1
MSH009439,Inaya Andra,01733522089,2022-03-25,Tamil Nadu,3,26-35,Electronics,8023.63,6,1337.27,0.4838,0,1,646,25,0
MSH009440,Laban Salvi,7131968650,2023-04-09,Odisha,1,45+,Fashion,25399.22,31,819.33,0.1008,1,1,266,25,0
MSH009441,Hamsini Kuruvilla,4891618566,2022-12-09,Bihar,2,45+,Fashion,5049.52,9,561.06,0.0844,1,1,387,16,0
MSH009442,Ekani Kulkarni,09689085042,2022-10-07,Gujarat,2,36-45,Fashion,1974.29,1,1974.29,0.1846,2,0,450,16,0
MSH009443,Kamya Gera,7973718988,2022-09-20,Rajasthan,3,18-25,Home Decor,6149.04,12,512.42,0.1532,3,1,467,15,0
MSH009444,Harsh Nayar,+912397743921,2022-06-15,Tamil Nadu,1,18-25,Fashion,6675.3,6,1112.55,0.3827,0,1,564,13,0
